Date	FinalDate	Value
2019-09-13	2020-03-09	164
2019-09-13	2020-04-08	164
2019-09-13	2020-05-11	164.033333333333
2019-09-13	2020-06-08	164.033333333333
2019-09-13	2020-07-08	164.033333333333
2019-09-13	2020-08-10	203.786014492754
2019-09-13	2020-09-09	203.786014492754
2019-09-13	2020-10-08	203.786014492754
2019-09-13	2020-11-10	203.786014492754
2019-09-13	2020-12-08	203.786014492754
2019-09-13	2021-01-11	203.786014492754
2019-09-16	2019-09-16	226.352916666667
2019-09-16	2019-10-08	210.568195488722
2019-09-16	2019-11-08	205.039332096475
2019-09-16	2019-12-09	184.508039215686
2019-09-16	2020-01-09	158.976153846154
2019-09-16	2020-02-10	168
2019-09-16	2020-03-09	168
2019-09-16	2020-04-08	168
2019-09-16	2020-05-11	168.615384615385
2019-09-16	2020-06-08	168.615384615385
2019-09-16	2020-07-08	168.615384615385
2019-09-16	2020-08-10	206
2019-09-16	2020-09-09	206
2019-09-16	2020-10-08	206
2019-09-16	2020-11-10	206
2019-09-16	2020-12-08	206
2019-09-16	2021-01-11	206
2019-09-17	2019-09-17	226.352916666667
2019-09-17	2019-10-08	212.161151079137
2019-09-17	2019-11-08	206.817312072893
2019-09-17	2019-12-09	184.018779342723
2019-09-17	2020-02-10	169
2019-09-17	2020-03-09	169
2019-09-17	2020-04-08	169
2019-09-17	2020-05-11	169
2019-09-17	2020-06-08	169
2019-09-17	2020-07-08	169
2019-09-17	2020-08-10	205.679738562092
2019-09-17	2020-09-09	205.679738562092
2019-09-17	2020-10-08	205.679738562092
2019-09-17	2020-11-10	205.679738562092
2019-09-17	2020-12-08	205.679738562092
2019-09-18	2019-09-18	226.352916666667
2019-09-18	2019-10-08	212.680909090909
2019-09-18	2019-11-08	207.888387096774
2019-09-18	2019-12-09	185.111111111111
2019-09-18	2020-01-09	156.34965034965
2019-09-18	2020-02-10	185.4
2019-09-18	2020-03-09	185.4
2019-09-18	2020-04-08	185.4
2019-09-18	2020-05-11	185.4
2019-09-18	2020-06-08	185.4
2019-09-18	2020-07-08	185.4
2019-09-18	2020-08-10	185.4
2019-09-18	2020-09-09	185.4
2019-09-18	2020-10-08	185.4
2019-09-18	2020-11-10	185.4
2019-09-18	2020-12-08	185.4
2019-09-18	2021-01-11	185.4
2019-09-19	2019-09-19	226.352916666667
2019-09-19	2019-10-08	213
2019-09-19	2019-11-08	203.771428571429
2019-09-19	2019-12-09	182.85
2019-09-19	2020-01-09	154.5
2019-09-19	2020-02-10	169.259259259259
2019-09-19	2020-03-09	169.259259259259
2019-09-19	2020-04-08	169.259259259259
2019-09-20	2019-09-20	226.352916666667
2019-09-20	2019-11-08	202.153225806452
2019-09-20	2019-12-09	179.271986970684
2019-09-20	2020-01-09	152.418181818182
2019-09-20	2020-02-10	171.171686746988
2019-09-20	2020-03-09	171.171686746988
2019-09-20	2020-04-08	171.171686746988
2019-09-20	2020-05-11	168
2019-09-20	2020-06-08	168
2019-09-20	2020-07-08	168
2019-09-23	2019-09-23	231.971369047619
2019-09-23	2019-10-08	215.556737588652
2019-09-23	2019-11-08	217.306948228883
2019-09-23	2019-12-09	191.639823874755
2019-09-23	2020-01-09	158.14
2019-09-23	2020-02-10	172.666666666667
2019-09-23	2020-03-09	172.666666666667
2019-09-23	2020-04-08	172.666666666667
2019-09-23	2020-05-11	167.333333333333
2019-09-23	2020-06-08	167.333333333333
2019-09-23	2020-07-08	167.333333333333
2019-09-24	2019-09-24	231.971369047619
2019-09-24	2019-10-08	216.729508196721
2019-09-24	2019-11-08	228.550690335306
2019-09-24	2019-12-09	199.359303944316
2019-09-24	2020-01-09	160.990582191781
2019-09-24	2020-02-10	169.333333333333
2019-09-24	2020-03-09	169.333333333333
2019-09-24	2020-04-08	177.161290322581
2019-09-24	2020-06-08	185
2019-09-24	2020-07-08	185
2019-09-24	2020-08-10	185
2019-09-24	2020-09-09	185
2019-09-24	2020-10-08	185
2019-09-24	2020-11-10	185
2019-09-24	2020-12-08	185
2019-09-25	2019-09-25	231.971369047619
2019-09-25	2019-11-08	233.531662269129
2019-09-25	2019-12-09	215.165354330709
2019-09-25	2020-01-09	168.832743362832
2019-09-25	2020-02-10	177
2019-09-25	2020-03-09	177
2019-09-25	2020-04-08	177
2019-09-25	2020-05-11	177
2019-09-25	2020-06-08	177
2019-09-25	2020-07-08	177
2019-09-25	2020-08-10	213.798913043478
2019-09-25	2020-09-09	213.798913043478
2019-09-25	2020-10-08	213.798913043478
2019-09-25	2020-11-10	213.798913043478
2019-09-25	2020-12-08	213.798913043478
2019-09-25	2021-01-11	213.798913043478
2019-09-26	2019-09-26	231.971369047619
2019-09-26	2019-11-08	232.386870897155
2019-09-26	2019-12-09	212.628571428571
2019-09-26	2020-01-09	167.00625
2019-09-26	2020-02-10	175
2019-09-26	2020-03-09	175
2019-09-26	2020-04-08	175
2019-09-26	2020-05-11	171
2019-09-26	2020-06-08	171
2019-09-26	2020-07-08	171
2019-09-26	2020-08-10	214.771739130435
2019-09-26	2020-09-09	214.771739130435
2019-09-26	2020-10-08	214.771739130435
2019-09-26	2020-11-10	214.771739130435
2019-09-26	2020-12-08	214.771739130435
2019-09-26	2021-01-11	214.771739130435
2019-09-27	2019-09-27	231.971369047619
2019-09-27	2019-11-08	233.034482758621
2019-09-27	2019-12-09	214.376315789474
2019-09-27	2020-01-09	168.393333333333
2019-09-30	2019-09-30	238.948095238095
2019-09-30	2019-11-08	239.182751937984
2019-09-30	2019-12-09	224.767272727273
2019-09-30	2020-01-09	173.483939393939
2019-09-30	2020-02-10	178.873529411765
2019-09-30	2020-03-09	178.873529411765
2019-09-30	2020-04-08	177
2019-09-30	2020-05-11	170
2019-09-30	2020-06-08	207.275870348139
2019-09-30	2020-07-08	207.275870348139
2019-09-30	2020-08-10	207.275870348139
2019-09-30	2020-09-09	207.275870348139
2019-09-30	2020-10-08	207.275870348139
2019-09-30	2020-11-10	207.275870348139
2019-09-30	2020-12-08	207.275870348139
2019-09-30	2021-01-11	207.275870348139
2019-10-01	2019-10-01	238.948095238095
2019-10-01	2019-11-08	247.926890756303
2019-10-01	2019-12-09	240.284396355353
2019-10-01	2020-01-09	184.996774193548
2019-10-01	2020-02-10	184
2019-10-01	2020-03-09	184
2019-10-01	2020-04-08	184
2019-10-01	2020-05-11	176
2019-10-01	2020-06-08	176
2019-10-01	2020-07-08	176
2019-10-02	2019-10-02	238.948095238095
2019-10-02	2019-11-08	245.346153846154
2019-10-02	2019-12-09	245.784109589041
2019-10-02	2020-01-09	189.782253521127
2019-10-02	2020-02-10	192.29197080292
2019-10-02	2020-03-09	192.29197080292
2019-10-02	2020-04-08	192.29197080292
2019-10-02	2020-05-11	192.29197080292
2019-10-02	2020-06-08	192.29197080292
2019-10-02	2020-07-08	192.29197080292
2019-10-02	2020-08-10	192.29197080292
2019-10-02	2020-09-09	192.29197080292
2019-10-02	2020-10-08	192.29197080292
2019-10-02	2020-11-10	215
2019-10-02	2020-12-08	215
2019-10-02	2021-01-11	215
2019-10-03	2019-10-03	238.948095238095
2019-10-03	2019-11-08	255.783762376238
2019-10-03	2019-12-09	259.713921034717
2019-10-03	2020-01-09	202.608582574772
2019-10-03	2020-02-10	197.666666666667
2019-10-03	2020-03-09	197.666666666667
2019-10-03	2020-04-08	197.666666666667
2019-10-03	2020-05-11	191.454545454545
2019-10-03	2020-06-08	191.454545454545
2019-10-03	2020-07-08	191.454545454545
2019-10-03	2020-08-10	215.32592226614
2019-10-03	2020-09-09	215.32592226614
2019-10-03	2020-10-08	215.32592226614
2019-10-03	2020-11-10	215.32592226614
2019-10-03	2020-12-08	215.32592226614
2019-10-03	2021-01-11	215.32592226614
2019-10-04	2019-10-04	238.948095238095
2019-10-04	2019-11-08	261.5975
2019-10-04	2019-12-09	269.947941253606
2019-10-04	2020-01-09	215.516428571429
2019-10-04	2020-02-10	190
2019-10-04	2020-03-09	190
2019-10-04	2020-05-11	193
2019-10-04	2020-06-08	193
2019-10-04	2020-07-08	193
2019-10-07	2019-10-07	271.687678571429
2019-10-07	2019-11-08	262.6
2019-10-07	2019-12-09	265.35
2019-10-07	2020-01-09	209.183333333333
2019-10-07	2020-05-11	192.833333333333
2019-10-07	2020-06-08	192.833333333333
2019-10-07	2020-07-08	192.833333333333
2019-10-07	2020-08-10	218
2019-10-07	2020-09-09	218
2019-10-07	2020-10-08	218
2019-10-08	2019-10-08	271.687678571429
2019-10-08	2019-11-08	268.62
2019-10-08	2019-12-09	285.546485260771
2019-10-08	2020-01-09	220.921344086021
2019-10-08	2020-02-10	209.583333333333
2019-10-08	2020-03-09	209.583333333333
2019-10-08	2020-04-08	209.583333333333
2019-10-08	2020-05-11	213.5
2019-10-08	2020-06-08	213.5
2019-10-08	2020-07-08	213.5
2019-10-08	2020-08-10	213.5
2019-10-08	2020-09-09	213.5
2019-10-08	2020-10-08	213.5
2019-10-08	2020-11-10	213.5
2019-10-08	2020-12-08	213.5
2019-10-08	2021-01-11	146.171884882986
2019-10-09	2019-10-09	271.687678571429
2019-10-09	2019-11-08	269
2019-10-09	2019-12-09	290.506326034063
2019-10-09	2020-01-09	228.716666666667
2019-10-09	2020-02-10	215
2019-10-09	2020-03-09	210.45
2019-10-09	2020-04-08	210.45
2019-10-10	2019-10-10	271.687678571429
2019-10-10	2019-11-08	265.721875
2019-10-10	2019-12-09	280.321609195402
2019-10-10	2020-01-09	217.036585365854
2019-10-10	2020-02-10	210.787878787879
2019-10-10	2020-03-09	187.328767123288
2019-10-10	2020-04-08	200
2019-10-10	2020-05-11	167.485
2019-10-10	2020-06-08	202.564754098361
2019-10-10	2020-07-08	202.564754098361
2019-10-11	2019-10-11	271.687678571429
2019-10-11	2019-11-08	267.004492753623
2019-10-11	2019-12-09	278.386658506732
2019-10-11	2020-01-09	210.064634146341
2019-10-11	2020-02-10	207
2019-10-11	2020-05-11	190
2019-10-11	2020-06-08	190
2019-10-11	2020-07-08	190
2019-10-11	2020-08-10	205
2019-10-11	2020-09-09	205
2019-10-11	2020-10-08	205
2019-10-11	2020-11-10	205
2019-10-11	2020-12-08	205
2019-10-11	2021-01-11	205
2019-10-14	2019-10-14	274.706607142857
2019-10-14	2019-11-08	267.781318681319
2019-10-14	2019-12-09	286.518594104308
2019-10-14	2020-01-09	219.866666666667
2019-10-14	2020-02-10	210
2019-10-14	2020-03-09	210
2019-10-14	2020-04-08	210
2019-10-14	2020-05-11	180
2019-10-14	2020-06-08	180
2019-10-14	2020-07-08	180
2019-10-14	2020-08-10	222.847826086957
2019-10-14	2020-09-09	222.847826086957
2019-10-14	2020-10-08	222.847826086957
2019-10-14	2020-11-10	222.847826086957
2019-10-14	2020-12-08	222.847826086957
2019-10-14	2021-01-11	222.847826086957
2019-10-15	2019-10-15	274.706607142857
2019-10-15	2019-11-08	266.964285714286
2019-10-15	2019-12-09	282.643506375228
2019-10-15	2020-01-09	215.08947368421
2019-10-15	2020-02-10	209.666666666667
2019-10-15	2020-03-09	209.666666666667
2019-10-15	2020-04-08	209.666666666667
2019-10-15	2020-08-10	218
2019-10-15	2020-09-09	218
2019-10-15	2020-10-08	218
2019-10-15	2020-11-10	218
2019-10-15	2020-12-08	218
2019-10-15	2021-01-11	218
2019-10-16	2019-10-16	274.706607142857
2019-10-16	2019-11-08	266.928571428571
2019-10-16	2019-12-09	278.099259259259
2019-10-16	2020-01-09	211.884166666667
2019-10-16	2020-02-10	212.610909090909
2019-10-16	2020-03-09	212.610909090909
2019-10-16	2020-04-08	212.610909090909
2019-10-16	2020-05-11	182
2019-10-16	2020-06-08	182
2019-10-16	2020-07-08	182
2019-10-16	2020-08-10	212.610909090909
2019-10-16	2020-09-09	212.610909090909
2019-10-16	2020-10-08	212.610909090909
2019-10-16	2020-11-10	212.610909090909
2019-10-16	2020-12-08	212.610909090909
2019-10-16	2021-01-11	212.610909090909
2019-10-16	2021-02-08	186
2019-10-16	2021-03-08	186
2019-10-16	2021-04-09	186
2019-10-16	2021-05-10	186
2019-10-16	2021-06-09	186
2019-10-16	2021-07-08	186
2019-10-16	2021-08-09	186
2019-10-16	2021-09-09	186
2019-10-16	2021-10-08	186
2019-10-16	2021-11-09	186
2019-10-16	2021-12-08	186
2019-10-16	2022-01-10	186
2019-10-17	2019-10-17	274.706607142857
2019-10-17	2019-11-08	267.151832460733
2019-10-17	2019-12-09	284.548166666667
2019-10-17	2020-01-09	219.898037542662
2019-10-17	2020-02-10	208.333333333333
2019-10-17	2020-03-09	208.333333333333
2019-10-17	2020-04-08	208.333333333333
2019-10-17	2020-05-11	204.118787878788
2019-10-17	2020-06-08	204.118787878788
2019-10-17	2020-07-08	204.118787878788
2019-10-17	2020-08-10	204.118787878788
2019-10-17	2020-09-09	204.118787878788
2019-10-17	2020-10-08	204.118787878788
2019-10-17	2020-11-10	204.118787878788
2019-10-17	2020-12-08	204.118787878788
2019-10-17	2021-01-11	204.118787878788
2019-10-18	2019-10-18	274.706607142857
2019-10-18	2019-11-08	267.285714285714
2019-10-18	2019-12-09	282.682089552239
2019-10-18	2020-01-09	218.23893557423
2019-10-18	2020-02-10	207
2019-10-18	2020-03-09	207
2019-10-18	2020-04-08	207
2019-10-18	2020-05-11	207
2019-10-18	2020-06-08	207
2019-10-18	2020-07-08	207
2019-10-18	2020-08-10	207
2019-10-18	2020-09-09	207
2019-10-18	2020-10-08	207
2019-10-18	2020-11-10	207
2019-10-18	2020-12-08	207
2019-10-18	2021-01-11	207
2019-10-21	2019-10-21	274.410654761905
2019-10-21	2019-11-08	266.988888888889
2019-10-21	2019-12-09	278.887758112094
2019-10-21	2020-01-09	210.889398734177
2019-10-21	2020-02-10	210
2019-10-21	2020-03-09	201.658333333333
2019-10-21	2020-04-08	201.658333333333
2019-10-21	2020-05-11	183
2019-10-21	2020-06-08	183
2019-10-21	2020-07-08	183
2019-10-21	2020-08-10	196.236413043478
2019-10-21	2020-09-09	196.236413043478
2019-10-21	2020-10-08	196.236413043478
2019-10-21	2020-11-10	196.236413043478
2019-10-21	2020-12-08	196.236413043478
2019-10-21	2021-01-11	196.236413043478
2019-10-22	2019-10-22	274.410654761905
2019-10-22	2019-11-08	270
2019-10-22	2019-12-09	284.486842105263
2019-10-22	2020-01-09	212.75
2019-10-22	2020-02-10	211
2019-10-22	2020-03-09	206.45
2019-10-22	2020-04-08	206.45
2019-10-22	2020-05-11	183
2019-10-22	2020-06-08	183
2019-10-22	2020-07-08	183
2019-10-22	2020-08-10	216.385869565217
2019-10-22	2020-09-09	216.385869565217
2019-10-22	2020-10-08	216.385869565217
2019-10-22	2020-11-10	216.385869565217
2019-10-22	2020-12-08	216.385869565217
2019-10-22	2021-01-11	216.385869565217
2019-10-23	2019-10-23	274.410654761905
2019-10-23	2019-11-08	271.666666666667
2019-10-23	2019-12-09	298.010327357755
2019-10-23	2020-01-09	227.113111545988
2019-10-23	2020-02-10	213.789473684211
2019-10-23	2020-03-09	208.908771929825
2019-10-23	2020-04-08	208.908771929825
2019-10-24	2019-10-24	274.410654761905
2019-10-24	2019-11-08	270.642857142857
2019-10-24	2019-12-09	310.626958525346
2019-10-24	2020-01-09	255.808372093023
2019-10-24	2020-02-10	225
2019-10-24	2020-03-09	214.383333333333
2019-10-24	2020-04-08	214.383333333333
2019-10-24	2020-05-11	200.698181818182
2019-10-24	2020-06-08	200.698181818182
2019-10-24	2020-07-08	200.698181818182
2019-10-24	2020-08-10	200.698181818182
2019-10-24	2020-09-09	200.698181818182
2019-10-24	2020-10-08	200.698181818182
2019-10-24	2020-11-10	200.698181818182
2019-10-24	2020-12-08	200.698181818182
2019-10-24	2021-01-11	200.698181818182
2019-10-25	2019-10-25	274.410654761905
2019-10-25	2019-11-08	271
2019-10-25	2019-12-09	318.141730769231
2019-10-25	2020-01-09	265.616172839506
2019-10-25	2020-02-10	230
2019-10-25	2020-03-09	221.511084142395
2019-10-25	2020-04-08	221.511084142395
2019-10-25	2020-05-11	192
2019-10-25	2020-06-08	192
2019-10-25	2020-07-08	192
2019-10-25	2020-08-10	219.457371693401
2019-10-25	2020-09-09	219.457371693401
2019-10-25	2020-10-08	219.457371693401
2019-10-25	2020-11-10	219.457371693401
2019-10-25	2020-12-08	219.457371693401
2019-10-25	2021-01-11	219.457371693401
2019-10-25	2021-02-08	186
2019-10-25	2021-03-08	186
2019-10-25	2021-04-09	186
2019-10-25	2021-05-10	186
2019-10-25	2021-06-09	186
2019-10-25	2021-07-08	186
2019-10-25	2021-08-09	186
2019-10-25	2021-09-09	186
2019-10-25	2021-10-08	186
2019-10-25	2021-11-09	186
2019-10-25	2021-12-08	186
2019-10-25	2022-01-10	186
2019-10-25	2022-02-08	174
2019-10-25	2022-03-09	174
2019-10-25	2022-04-08	174
2019-10-25	2022-05-09	174
2019-10-25	2022-06-08	174
2019-10-25	2022-07-08	174
2019-10-25	2022-08-08	174
2019-10-25	2022-09-09	174
2019-10-25	2022-10-10	174
2019-10-25	2022-11-09	174
2019-10-25	2022-12-08	174
2019-10-25	2023-01-09	174
2019-10-28	2019-10-28	302.618273809524
2019-10-28	2019-12-09	309.409090909091
2019-10-28	2020-01-09	262.701055276382
2019-10-28	2020-02-10	223.8
2019-10-28	2020-03-09	223.8
2019-10-28	2020-04-08	223.8
2019-10-29	2019-10-29	302.618273809524
2019-10-29	2019-12-09	307.79014084507
2019-10-29	2020-01-09	254.845265588915
2019-10-29	2020-02-10	216.083333333333
2019-10-29	2020-03-09	216.083333333333
2019-10-29	2020-04-08	216.083333333333
2019-10-29	2020-05-11	189.333333333333
2019-10-29	2020-06-08	189.333333333333
2019-10-29	2020-07-08	189.333333333333
2019-10-29	2020-08-10	217.21240942029
2019-10-29	2020-09-09	217.21240942029
2019-10-29	2020-10-08	217.21240942029
2019-10-29	2020-11-10	217.21240942029
2019-10-29	2020-12-08	217.21240942029
2019-10-29	2021-01-11	217.21240942029
2019-10-30	2019-10-30	302.618273809524
2019-10-30	2019-12-09	306.25
2019-10-30	2020-01-09	249.285714285714
2019-10-30	2020-02-10	218
2019-10-30	2020-03-09	213.45
2019-10-30	2020-04-08	213.45
2019-10-30	2020-05-11	205.683636363636
2019-10-30	2020-06-08	205.683636363636
2019-10-30	2020-07-08	205.683636363636
2019-10-30	2020-08-10	205.683636363636
2019-10-30	2020-09-09	205.683636363636
2019-10-30	2020-10-08	205.683636363636
2019-10-30	2020-11-10	205.683636363636
2019-10-30	2020-12-08	205.683636363636
2019-10-30	2021-01-11	205.683636363636
2019-10-31	2019-10-31	302.618273809524
2019-10-31	2019-12-09	304.683606557377
2019-10-31	2020-01-09	242.412254160363
2019-10-31	2020-02-10	209
2019-10-31	2020-03-09	212.033333333333
2019-10-31	2020-04-08	212.033333333333
2019-10-31	2020-05-11	187.5
2019-10-31	2020-06-08	187.5
2019-10-31	2020-07-08	187.5
2019-10-31	2020-08-10	215
2019-10-31	2020-09-09	215
2019-10-31	2020-10-08	215
2019-10-31	2020-11-10	215
2019-10-31	2020-12-08	215
2019-10-31	2021-01-11	215
2019-11-01	2019-11-01	302.618273809524
2019-11-01	2019-12-09	293.756355932203
2019-11-01	2020-01-09	213.715751295337
2019-11-01	2020-02-10	199.75
2019-11-01	2020-03-09	198.6125
2019-11-01	2020-04-08	198.6125
2019-11-01	2020-05-11	188.31240188383
2019-11-01	2020-06-08	188.31240188383
2019-11-01	2020-07-08	188.31240188383
2019-11-01	2020-08-10	204.285714285714
2019-11-01	2020-09-09	204.285714285714
2019-11-01	2020-10-08	204.285714285714
2019-11-01	2020-11-10	204.285714285714
2019-11-01	2020-12-08	204.285714285714
2019-11-01	2021-01-11	204.285714285714
2019-11-04	2019-11-04	335.499285714286
2019-11-04	2019-12-09	291.948731884058
2019-11-04	2020-01-09	193.408695652174
2019-11-04	2020-02-10	190.772727272727
2019-11-04	2020-03-09	187.058110516934
2019-11-04	2020-04-08	187.058110516934
2019-11-04	2020-05-11	177.604651162791
2019-11-04	2020-06-08	177.604651162791
2019-11-04	2020-07-08	177.604651162791
2019-11-04	2020-08-10	205
2019-11-04	2020-09-09	205
2019-11-04	2020-10-08	205
2019-11-04	2020-11-10	205
2019-11-04	2020-12-08	205
2019-11-04	2021-01-11	205
2019-11-05	2019-11-05	335.499285714286
2019-11-05	2019-12-09	292
2019-11-05	2020-01-09	196.718352941176
2019-11-05	2020-02-10	195.384615384615
2019-11-05	2020-03-09	192.336698717949
2019-11-05	2020-04-08	192.336698717949
2019-11-05	2020-05-11	173
2019-11-05	2020-06-08	173
2019-11-05	2020-07-08	173
2019-11-05	2020-08-10	210.764705882353
2019-11-05	2020-09-09	210.764705882353
2019-11-05	2020-10-08	210.764705882353
2019-11-05	2020-11-10	210.764705882353
2019-11-05	2020-12-08	210.764705882353
2019-11-06	2019-11-06	335.499285714286
2019-11-06	2019-12-09	295.5
2019-11-06	2020-01-09	214.1642228739
2019-11-06	2020-02-10	207.454545454545
2019-11-06	2020-03-09	193.750035236082
2019-11-06	2020-04-08	193.750035236082
2019-11-07	2019-11-07	335.499285714286
2019-11-07	2019-12-09	295.016949152542
2019-11-07	2020-01-09	217.428571428571
2019-11-07	2020-02-10	205.666666666667
2019-11-07	2020-03-09	201.114427860697
2019-11-07	2020-04-08	201.114427860697
2019-11-07	2020-05-11	201.114427860697
2019-11-07	2020-06-08	201.114427860697
2019-11-07	2020-07-08	201.114427860697
2019-11-07	2020-08-10	201.114427860697
2019-11-07	2020-09-09	201.114427860697
2019-11-07	2020-10-08	201.114427860697
2019-11-07	2020-11-10	201.114427860697
2019-11-07	2020-12-08	201.114427860697
2019-11-07	2021-01-11	201.114427860697
2019-11-08	2019-11-08	335.499285714286
2019-11-08	2019-12-09	296
2019-11-08	2020-01-09	219.051374570447
2019-11-08	2020-02-10	212
2019-11-08	2020-03-09	205.933333333333
2019-11-08	2020-04-08	205.933333333333
2019-11-08	2020-05-11	202.010909090909
2019-11-08	2020-06-08	202.010909090909
2019-11-08	2020-07-08	202.010909090909
2019-11-08	2020-08-10	202.010909090909
2019-11-08	2020-09-09	202.010909090909
2019-11-08	2020-10-08	202.010909090909
2019-11-08	2020-11-10	202.010909090909
2019-11-08	2020-12-08	202.010909090909
2019-11-08	2021-01-11	202.010909090909
2019-11-11	2019-11-11	335.499285714286
2019-11-11	2019-12-09	307.257127771911
2019-11-11	2020-01-09	249.137265711136
2019-11-11	2020-02-10	233.866666666667
2019-11-11	2020-03-09	220.899564741907
2019-11-11	2020-04-08	220.899564741907
2019-11-11	2020-05-11	223.655737704918
2019-11-11	2020-06-08	223.655737704918
2019-11-11	2020-07-08	122.5
2019-11-11	2020-08-10	210.174779613146
2019-11-11	2020-09-09	210.174779613146
2019-11-11	2020-10-08	210.174779613146
2019-11-11	2020-11-10	210.174779613146
2019-11-11	2020-12-08	210.174779613146
2019-11-11	2021-01-11	210.174779613146
2019-11-12	2019-11-12	335.499285714286
2019-11-12	2019-12-09	309.5
2019-11-12	2020-01-09	261.539032815199
2019-11-12	2020-02-10	236.628205128205
2019-11-12	2020-03-09	227.225427350427
2019-11-12	2020-04-08	227.225427350427
2019-11-12	2020-05-11	191
2019-11-12	2020-06-08	191
2019-11-12	2020-07-08	191
2019-11-12	2020-08-10	218
2019-11-12	2020-09-09	218
2019-11-12	2020-10-08	218
2019-11-12	2020-11-10	218
2019-11-12	2020-12-08	218
2019-11-12	2021-01-11	218
2019-11-13	2019-11-13	335.499285714286
2019-11-13	2019-12-09	310.2
2019-11-13	2020-01-09	258.737590799032
2019-11-13	2020-02-10	230.454545454545
2019-11-13	2020-03-09	224.317469981505
2019-11-13	2020-04-08	224.317469981505
2019-11-13	2020-05-11	185.583333333333
2019-11-13	2020-06-08	185.583333333333
2019-11-13	2020-07-08	185.583333333333
2019-11-13	2020-08-10	215.285714285714
2019-11-13	2020-09-09	215.285714285714
2019-11-13	2020-10-08	215.285714285714
2019-11-13	2020-11-10	215.285714285714
2019-11-13	2020-12-08	215.285714285714
2019-11-13	2021-01-11	215.285714285714
2019-11-14	2019-11-14	335.499285714286
2019-11-14	2019-12-09	312.627272727273
2019-11-14	2020-01-09	264.703374777975
2019-11-14	2020-02-10	235.285714285714
2019-11-14	2020-03-09	233.666995073892
2019-11-14	2020-04-08	216
2019-11-14	2020-05-11	258.859016393443
2019-11-14	2020-06-08	258.859016393443
2019-11-14	2020-07-08	165
2019-11-14	2020-08-10	165
2019-11-14	2020-09-09	165
2019-11-14	2020-10-08	165
2019-11-14	2020-11-10	165
2019-11-14	2020-12-08	258.859016393443
2019-11-14	2021-01-11	258.859016393443
2019-11-18	2019-11-18	323.308511904762
2019-11-18	2019-12-09	311.941463414634
2019-11-18	2020-01-09	243.284914841849
2019-11-18	2020-02-10	221.992805755396
2019-11-18	2020-03-09	212.869759364922
2019-11-18	2020-04-08	210
2019-11-18	2020-05-11	182.116504854369
2019-11-18	2020-06-08	182.116504854369
2019-11-18	2020-07-08	182.116504854369
2019-11-19	2019-11-19	323.308511904762
2019-11-19	2019-12-09	311.393258426966
2019-11-19	2020-01-09	237.096183206107
2019-11-19	2020-02-10	217
2019-11-19	2020-03-09	207.25
2019-11-19	2020-04-08	207.25
2019-11-19	2020-05-11	177.428571428571
2019-11-19	2020-06-08	177.428571428571
2019-11-19	2020-07-08	177.428571428571
2019-11-19	2020-08-10	226.108695652174
2019-11-19	2020-09-09	226.108695652174
2019-11-19	2020-10-08	226.108695652174
2019-11-19	2020-11-10	226.108695652174
2019-11-19	2020-12-08	226.108695652174
2019-11-19	2021-01-11	226.108695652174
2019-11-19	2022-02-08	169
2019-11-19	2022-03-09	169
2019-11-19	2022-04-08	169
2019-11-19	2022-05-09	169
2019-11-19	2022-06-08	169
2019-11-19	2022-07-08	169
2019-11-19	2022-08-08	169
2019-11-19	2022-09-09	169
2019-11-19	2022-10-10	169
2019-11-19	2022-11-09	169
2019-11-19	2022-12-08	169
2019-11-19	2023-01-09	169
2019-11-20	2019-11-20	323.308511904762
2019-11-20	2020-02-10	207
2019-11-20	2020-03-09	207
2019-11-20	2020-04-08	207
2019-11-21	2019-11-21	323.308511904762
2019-11-21	2020-01-09	245
2019-11-21	2020-02-10	220
2019-11-22	2019-11-22	323.308511904762
2019-11-22	2020-01-09	250.575203252033
2019-11-22	2020-02-10	225
2019-11-25	2019-11-25	317.342738095238
2019-11-25	2019-12-09	313.503750937734
2019-11-25	2020-01-09	234.288884405891
2019-11-25	2020-02-10	210.911949685535
2019-11-25	2020-03-09	201.666666666667
2019-11-25	2020-04-08	201.863856766078
2019-11-25	2020-05-11	175.333333333333
2019-11-25	2020-06-08	175.333333333333
2019-11-25	2020-07-08	175.333333333333
2019-11-25	2020-08-10	211
2019-11-25	2020-09-09	211
2019-11-25	2020-10-08	211
2019-11-25	2020-11-10	211
2019-11-25	2020-12-08	211
2019-11-25	2021-01-11	211
2019-11-26	2019-11-26	317.342738095238
2019-11-26	2020-01-09	224.442380952381
2019-11-26	2020-02-10	203.131578947368
2019-11-26	2020-03-09	199.37733004386
2019-11-26	2020-04-08	199.37733004386
2019-11-26	2020-05-11	174.657894736842
2019-11-26	2020-06-08	174.657894736842
2019-11-26	2020-07-08	174.657894736842
2019-11-26	2020-08-10	210.5
2019-11-26	2020-09-09	210.5
2019-11-26	2020-10-08	210.5
2019-11-26	2020-11-10	210.5
2019-11-26	2020-12-08	210.5
2019-11-26	2021-01-11	210.5
2019-11-27	2019-11-27	317.342738095238
2019-11-27	2020-01-09	213.937786885246
2019-11-27	2020-02-10	187.466117216117
2019-11-27	2020-03-09	187.761904761905
2019-11-27	2020-04-08	185
2019-11-27	2020-05-11	173.125
2019-11-27	2020-06-08	173.125
2019-11-27	2020-07-08	173.125
2019-11-27	2020-08-10	210
2019-11-27	2020-09-09	210
2019-11-27	2020-10-08	210
2019-11-27	2020-11-10	210
