Date	FinalDate	Value
2017-07-12	2017-09-11	271.5
2017-07-12	2017-10-09	209
2017-07-13	2017-07-13	255.55
2017-07-13	2017-08-08	225.833333333333
2017-07-13	2017-09-11	274.5
2017-07-14	2017-07-14	255.55
2017-07-14	2017-08-08	229.166666666667
2017-07-14	2017-09-11	285
2017-07-14	2017-10-09	207.5
2017-07-17	2017-07-17	269.96
2017-07-17	2017-09-11	289
2017-07-17	2017-10-09	208
2017-07-18	2017-07-18	269.96
2017-07-18	2017-08-08	230.918924731183
2017-07-18	2017-09-11	301.613333333333
2017-07-18	2017-10-09	210.25
2017-07-18	2017-11-09	173
2017-07-18	2017-12-08	173
2017-07-18	2018-01-09	173
2017-07-18	2018-02-08	192
2017-07-18	2018-03-08	192
2017-07-18	2018-04-09	192
2017-07-18	2018-05-09	192
2017-07-18	2018-06-08	192
2017-07-18	2018-07-09	192
2017-07-18	2018-08-08	192
2017-07-18	2018-09-11	192
2017-07-18	2018-10-08	192
2017-07-18	2018-11-09	192
2017-07-18	2018-12-10	192
2017-07-18	2019-01-09	192
2017-07-19	2017-07-19	269.96
2017-07-19	2017-08-08	235
2017-07-19	2017-09-11	301
2017-07-19	2017-10-09	209.25
2017-07-20	2017-07-20	269.96
2017-07-20	2017-08-08	235
2017-07-20	2017-09-11	299.774193548387
2017-07-20	2017-10-09	211
2017-07-20	2017-11-09	157
2017-07-20	2017-12-08	157
2017-07-20	2018-01-09	157
2017-07-21	2017-07-21	269.96
2017-07-21	2017-08-08	240
2017-07-21	2017-09-11	326.068181818182
2017-07-21	2017-10-09	224.75
2017-07-21	2017-11-09	163
2017-07-21	2017-12-08	163
2017-07-21	2018-01-09	163
2017-07-24	2017-07-24	272.74
2017-07-24	2017-09-11	340.25
2017-07-24	2017-10-09	230
2017-07-24	2017-11-09	177
2017-07-25	2017-07-25	272.74
2017-07-25	2017-08-08	237.69623655914
2017-07-25	2017-09-11	359.916666666667
2017-07-25	2017-10-09	235
2017-07-25	2017-11-09	185
2017-07-25	2017-12-08	153.974238875878
2017-07-25	2018-01-09	153.974238875878
2017-07-26	2017-07-26	272.74
2017-07-26	2017-09-11	357
2017-07-26	2017-10-09	241.111111111111
2017-07-26	2017-11-09	172.220430107527
2017-07-26	2017-12-08	161.166666666667
2017-07-26	2018-01-09	172.220430107527
2017-07-27	2017-07-27	272.74
2017-07-27	2017-09-11	369.933982683983
2017-07-27	2017-10-09	252.444444444444
2017-07-27	2017-11-09	177.192534820252
2017-07-27	2017-12-08	177.192534820252
2017-07-27	2018-01-09	177.192534820252
2017-07-28	2017-07-28	272.74
2017-07-28	2017-09-11	368.333333333333
2017-07-28	2017-10-09	255.825
2017-07-31	2017-07-31	519.16
2017-07-31	2017-09-11	379.319285714286
2017-07-31	2017-10-09	283.263157894737
2017-07-31	2017-11-09	205
2017-07-31	2017-12-08	155.85
2017-07-31	2018-01-09	166.5
2017-08-01	2017-08-01	519.16
2017-08-01	2017-09-11	400
2017-08-01	2017-10-09	299.532162162162
2017-08-01	2017-11-09	217.272727272727
2017-08-01	2017-12-08	180
2017-08-01	2018-01-09	165.536489317134
2017-08-02	2017-08-02	519.16
2017-08-02	2017-09-11	400
2017-08-02	2017-10-09	299
2017-08-02	2017-11-09	219.472222222222
2017-08-02	2017-12-08	167.481329690346
2017-08-02	2018-01-09	167.481329690346
2017-08-03	2017-08-03	519.16
2017-08-03	2017-09-11	403
2017-08-03	2017-10-09	305.972972972973
2017-08-03	2017-11-09	225
2017-08-04	2017-08-04	519.16
2017-08-04	2017-09-11	396.178571428571
2017-08-04	2017-10-09	276.208588957055
2017-08-04	2017-11-09	198
2017-08-07	2017-08-07	533.82
2017-08-07	2017-09-11	395.875
2017-08-07	2017-10-09	236.730769230769
2017-08-07	2017-11-09	163
2017-08-07	2017-12-08	163
2017-08-07	2018-01-09	163
2017-08-08	2017-08-08	533.82
2017-08-08	2017-09-11	398.5
2017-08-08	2017-10-09	224.086419753086
2017-08-08	2017-11-09	157
2017-08-08	2017-12-08	157
2017-08-08	2018-01-09	157
2017-08-09	2017-08-09	533.82
2017-08-09	2017-09-11	397.666666666667
2017-08-09	2017-10-09	224.642857142857
2017-08-09	2017-11-09	163
2017-08-09	2017-12-08	163
2017-08-09	2018-01-09	163
2017-08-10	2017-08-10	533.82
2017-08-10	2017-09-11	403.96
2017-08-10	2017-10-09	242.318584070796
2017-08-10	2017-11-09	176
2017-08-10	2017-12-08	176
2017-08-10	2018-01-09	176
2017-08-11	2017-08-11	533.82
2017-08-11	2017-09-11	408.25
2017-08-11	2017-10-09	242.5
2017-08-11	2017-11-09	199
2017-08-11	2017-12-08	158.27868852459
2017-08-11	2018-01-09	158.27868852459
2017-08-14	2017-08-14	529.35
2017-08-14	2017-09-11	417.254545454545
2017-08-14	2017-10-09	263.892857142857
2017-08-14	2017-11-09	212
2017-08-14	2017-12-08	196.292186502023
2017-08-14	2018-01-09	196.292186502023
2017-08-15	2017-08-15	529.35
2017-08-15	2017-09-11	420
2017-08-15	2017-10-09	267
2017-08-15	2017-11-09	216.173076923077
2017-08-15	2017-12-08	163.125157629256
2017-08-15	2018-01-09	163.125157629256
2017-08-16	2017-08-16	529.35
2017-08-16	2017-09-11	427
2017-08-16	2017-10-09	295.28625
2017-08-16	2017-11-09	226.036585365854
2017-08-16	2017-12-08	167
2017-08-17	2017-08-17	529.35
2017-08-17	2017-09-11	437
2017-08-17	2017-10-09	317.625
2017-08-17	2017-11-09	235.357142857143
2017-08-17	2017-12-08	175
2017-08-17	2018-01-09	162.86866359447
2017-08-18	2017-08-18	529.35
2017-08-18	2017-09-11	443
2017-08-18	2017-10-09	326.625
2017-08-18	2017-11-09	238.333333333333
2017-08-21	2017-08-21	512.35
2017-08-21	2017-09-11	450
2017-08-21	2017-10-09	360.587619047619
2017-08-21	2017-11-09	268.738095238095
2017-08-21	2017-12-08	182
2017-08-21	2018-01-09	159.810291858679
2017-08-22	2017-08-22	512.35
2017-08-22	2017-09-11	452
2017-08-22	2017-10-09	372.352941176471
2017-08-22	2017-11-09	270.909090909091
2017-08-22	2017-12-08	181
2017-08-22	2018-01-09	173
2017-08-23	2017-08-23	512.35
2017-08-23	2017-10-09	380
2017-08-23	2017-11-09	279.75
2017-08-23	2017-12-08	183.75
2017-08-23	2018-01-09	172.142857142857
2017-08-23	2018-02-08	195
2017-08-23	2018-03-08	195
2017-08-23	2018-04-09	195
2017-08-23	2018-05-09	195
2017-08-23	2018-06-08	195
2017-08-23	2018-07-09	195
2017-08-23	2018-08-08	195
2017-08-23	2018-09-11	195
2017-08-23	2018-10-08	195
2017-08-23	2018-11-09	195
2017-08-23	2018-12-10	195
2017-08-23	2019-01-09	195
2017-08-24	2017-08-24	512.35
2017-08-24	2017-10-09	384.875
2017-08-24	2017-11-09	289.205208333333
2017-08-24	2017-12-08	203.309803921569
2017-08-24	2018-01-09	171.75
2017-08-25	2017-08-25	512.35
2017-08-25	2017-10-09	380.450151057402
2017-08-25	2017-11-09	283.560669456067
2017-08-25	2017-12-08	197.625
2017-08-25	2018-01-09	170
2017-08-28	2017-08-28	452.85
2017-08-28	2017-10-09	399.403376623377
2017-08-28	2017-11-09	296
2017-08-28	2017-12-08	203
2017-08-29	2017-08-29	452.85
2017-08-29	2017-10-09	407.807307692308
2017-08-29	2017-11-09	301.722222222222
2017-08-29	2017-12-08	210.121428571429
2017-08-29	2018-01-09	324.395145535468
2017-08-30	2017-08-30	452.85
2017-08-30	2017-10-09	417.571428571429
2017-08-30	2017-11-09	319.345454545455
2017-08-30	2017-12-08	225.44708994709
2017-08-30	2018-01-09	180
2017-08-30	2018-02-08	196
2017-08-30	2018-03-08	196
2017-08-30	2018-04-09	196
2017-08-30	2018-05-09	196
2017-08-30	2018-06-08	196
2017-08-30	2018-07-09	196
2017-08-30	2018-08-08	196
2017-08-30	2018-09-11	196
2017-08-30	2018-10-08	196
2017-08-30	2018-11-09	196
2017-08-30	2018-12-10	196
2017-08-30	2019-01-09	196
2017-08-31	2017-08-31	452.85
2017-08-31	2017-10-09	421.351666666667
2017-08-31	2017-11-09	322.833762886598
2017-08-31	2017-12-08	222.5
2017-08-31	2018-01-09	176.5
2017-09-01	2017-09-01	452.85
2017-09-01	2017-11-09	321.032323232323
2017-09-01	2017-12-08	220
2017-09-04	2017-09-04	499.38
2017-09-04	2017-10-09	437.033333333333
2017-09-04	2017-11-09	325.833333333333
2017-09-04	2017-12-08	221
2017-09-04	2018-01-09	175
2017-09-05	2017-09-05	499.38
2017-09-05	2017-10-09	415
2017-09-06	2017-09-06	499.38
2017-09-06	2017-10-09	437.160273972603
2017-09-06	2017-11-09	346.122077922078
2017-09-06	2017-12-08	224.809523809524
2017-09-06	2018-01-09	168.119815668203
2017-09-08	2017-09-08	499.38
2017-09-08	2017-11-09	375.875
2017-09-08	2017-12-08	237.38
2017-09-11	2017-09-11	533.82
2017-09-11	2017-10-09	438
2017-09-11	2017-11-09	390
2017-09-11	2017-12-08	289.5
2017-09-11	2018-01-09	195
2017-09-12	2017-09-12	533.82
2017-09-12	2017-10-09	439.75
2017-09-12	2017-11-09	393.526086956522
2017-09-12	2017-12-08	295.222222222222
2017-09-12	2018-01-09	196.857142857143
2017-09-13	2017-09-13	533.82
2017-09-13	2017-10-09	449.5
2017-09-13	2017-11-09	400.475
2017-09-13	2017-12-08	308.9
2017-09-13	2018-01-09	211
2017-09-14	2017-09-14	533.82
2017-09-14	2017-11-09	411.360869565217
2017-09-14	2017-12-08	318.076712328767
2017-09-14	2018-01-09	234.544444444444
2017-09-15	2017-09-15	533.82
2017-09-15	2017-10-09	462.3
2017-09-15	2017-11-09	421.314285714286
2017-09-15	2017-12-08	340
2017-09-15	2018-01-09	269
2017-09-15	2018-02-08	216.5
2017-09-15	2018-03-08	216.5
2017-09-15	2018-04-09	216.5
2017-09-15	2018-05-09	216.5
2017-09-15	2018-06-08	216.5
2017-09-15	2018-07-09	216.5
2017-09-15	2018-08-08	216.5
2017-09-15	2018-09-11	216.5
2017-09-15	2018-10-08	216.5
2017-09-15	2018-11-09	216.5
2017-09-15	2018-12-10	216.5
2017-09-15	2019-01-09	216.5
2017-09-18	2017-09-18	533.82
2017-09-18	2017-11-09	424.5
2017-09-18	2017-12-08	328.477272727273
2017-09-18	2018-01-09	253.875
2017-09-19	2017-09-19	533.82
2017-09-19	2017-11-09	429.61724137931
2017-09-19	2018-01-09	232.666666666667
2017-09-20	2017-09-20	533.82
2017-09-20	2017-11-09	424.85
2017-09-20	2017-12-08	303.25
2017-09-20	2018-01-09	211
2017-09-21	2017-09-21	533.82
2017-09-21	2017-11-09	428.684210526316
2017-09-21	2017-12-08	332.800555555556
2017-09-21	2018-01-09	232.810344827586
2017-09-22	2017-09-22	533.82
2017-09-22	2017-11-09	427
2017-09-22	2017-12-08	319.93670886076
2017-09-25	2017-09-25	533.82
2017-09-25	2017-11-09	414.568181818182
2017-09-25	2017-12-08	275.911196911197
2017-09-25	2018-01-09	208.743563106466
2017-09-26	2017-09-26	533.82
2017-09-26	2017-11-09	418.350877192982
2017-09-26	2017-12-08	274.306748466258
2017-09-26	2018-02-08	212
2017-09-26	2018-03-08	212
2017-09-26	2018-04-09	212
2017-09-26	2018-05-09	219.963636363636
2017-09-26	2018-06-08	219.963636363636
2017-09-26	2018-07-09	219.963636363636
2017-09-26	2018-08-08	219.963636363636
2017-09-26	2018-09-11	219.963636363636
2017-09-26	2018-10-08	219.963636363636
2017-09-26	2018-11-09	219.963636363636
2017-09-26	2018-12-10	219.963636363636
2017-09-26	2019-01-09	219.963636363636
2017-09-27	2017-09-27	533.82
2017-09-27	2017-11-09	422.545454545455
2017-09-27	2017-12-08	285.035
2017-09-28	2017-09-28	533.82
2017-09-28	2017-11-09	434.015105740181
2017-09-28	2017-12-08	317.499587458746
2017-09-28	2018-01-09	228
2017-09-29	2017-09-29	533.82
2017-09-29	2017-11-09	440.275
2017-09-29	2017-12-08	352.69696969697
2017-09-29	2018-01-09	245.636363636364
2017-10-02	2017-10-02	533.82
2017-10-02	2017-11-09	445.5
2017-10-02	2017-12-08	349.608173690932
2017-10-02	2018-01-09	263.668831168831
2017-10-03	2017-10-03	533.82
2017-10-03	2017-12-08	364.702702702703
2017-10-03	2018-01-09	264.3
2017-10-04	2017-10-04	533.82
2017-10-04	2017-11-09	451
2017-10-04	2017-12-08	359.996296296296
2017-10-04	2018-01-09	258.916666666667
2017-10-05	2017-10-05	533.82
2017-10-05	2017-11-09	449.166666666667
2017-10-05	2017-12-08	359.346534653465
2017-10-05	2018-01-09	257.424242424242
2017-10-06	2017-10-06	533.82
2017-10-06	2017-11-09	467.870410607833
2017-10-06	2017-12-08	359.622797927461
2017-10-06	2018-01-09	267.333333333333
2017-10-09	2017-10-09	533.82
2017-10-09	2017-11-09	450
2017-10-09	2017-12-08	389.916666666667
2017-10-09	2018-01-09	288.833333333333
2017-10-10	2017-10-10	533.82
2017-10-10	2017-11-09	454
2017-10-10	2017-12-08	400.375
2017-10-10	2018-01-09	310.020738255034
2017-10-11	2017-10-11	533.82
2017-10-11	2017-12-08	395.873015873016
2017-10-11	2018-01-09	289.388888888889
2017-10-11	2018-02-08	240
2017-10-11	2018-03-08	240
2017-10-11	2018-04-09	240
2017-10-13	2017-10-13	533.82
2017-10-13	2017-12-08	397.333333333333
2017-10-16	2017-10-16	533.82
2017-10-16	2017-11-09	456.926666666667
2017-10-16	2017-12-08	402.196111111111
2017-10-16	2018-01-09	295.5
2017-10-17	2017-10-17	533.82
2017-10-17	2017-11-09	458
2017-10-17	2017-12-08	394
2017-10-17	2018-01-09	286.741573033708
2017-10-18	2017-10-18	533.82
2017-10-18	2017-11-09	456
2017-10-18	2017-12-08	385.333333333333
2017-10-18	2018-01-09	274.333333333333
2017-10-19	2017-10-19	533.82
2017-10-19	2017-12-08	394.6
2017-10-19	2018-01-09	279.833333333333
2017-10-20	2017-10-20	533.82
2017-10-20	2017-12-08	384.9375
2017-10-20	2018-01-09	275
2017-10-23	2017-10-23	533.82
2017-10-23	2017-11-09	455.36
2017-10-23	2017-12-08	363.53187250996
2017-10-23	2018-01-09	250.281818181818
2017-10-24	2017-10-24	533.82
2017-10-24	2017-11-09	458.9375
2017-10-24	2017-12-08	376.909090909091
2017-10-24	2018-01-09	262.923076923077
2017-10-25	2017-10-25	533.82
2017-10-25	2017-11-09	460
2017-10-25	2017-12-08	391.755813953488
2017-10-25	2018-01-09	275.633333333333
2017-10-25	2018-02-08	223.166666666667
2017-10-25	2018-03-08	223.166666666667
2017-10-25	2018-04-09	223.166666666667
2017-10-26	2017-10-26	533.82
2017-10-26	2017-12-08	402
2017-10-26	2018-01-09	284.965517241379
2017-10-27	2017-10-27	533.82
2017-10-27	2017-12-08	413.2625
2017-10-27	2018-01-09	307.181818181818
2017-10-27	2018-02-08	235
2017-10-27	2018-03-08	235
2017-10-27	2018-04-09	235
2017-10-30	2017-10-30	533.82
2017-10-30	2017-12-08	409
2017-10-30	2018-01-09	291
2017-10-31	2017-10-31	533.82
2017-10-31	2017-12-08	388.2
2017-10-31	2018-01-09	281.444444444444
2017-11-01	2017-11-01	533.82
2017-11-01	2017-12-08	394.576923076923
2017-11-01	2018-01-09	281.872727272727
2017-11-03	2017-11-03	533.82
2017-11-03	2017-12-08	377.011494252874
2017-11-03	2018-01-09	260.928571428571
2017-11-06	2017-11-06	493.83
2017-11-06	2017-12-08	365.415254237288
2017-11-06	2018-01-09	251.863636363636
2017-11-07	2017-11-07	493.83
2017-11-07	2017-12-08	374.322727272727
2017-11-07	2018-01-09	261.75
2017-11-08	2017-11-08	493.83
2017-11-08	2017-12-08	376.4125
2017-11-08	2018-01-09	266.285714285714
2017-11-09	2017-11-09	493.83
2017-11-09	2017-12-08	390.285714285714
2017-11-09	2018-01-09	261.291338582677
2017-11-10	2017-11-10	493.83
2017-11-10	2017-12-08	391.904761904762
2017-11-10	2018-01-09	248.891620111732
2017-11-10	2018-02-08	210.5
2017-11-10	2018-03-08	210.5
2017-11-10	2018-04-09	210.5
2017-11-13	2017-11-13	485.47
2017-11-13	2017-12-08	390.711764705882
2017-11-13	2018-01-09	234.824951456311
2017-11-13	2018-02-08	195.193548387097
2017-11-13	2018-03-08	195.193548387097
2017-11-13	2018-04-09	195.193548387097
2017-11-14	2017-11-14	485.47
2017-11-14	2017-12-08	390.263157894737
2017-11-14	2018-01-09	221.347578347578
2017-11-14	2018-02-08	171.333333333333
2017-11-14	2018-03-08	184.553672316384
2017-11-14	2018-04-09	184.553672316384
2017-11-16	2017-11-16	485.47
2017-11-16	2017-12-08	386.666666666667
2017-11-16	2018-01-09	199.638461538462
2017-11-16	2018-02-08	165.205056179775
2017-11-16	2018-03-08	165.205056179775
2017-11-16	2018-04-09	165.205056179775
2017-11-17	2017-11-17	485.47
2017-11-17	2018-01-09	187.5
2017-11-17	2018-02-08	148
2017-11-17	2018-03-08	157.773354355538
2017-11-17	2018-04-09	157.773354355538
2017-11-20	2017-11-20	453.51
2017-11-20	2018-01-09	200
2017-11-21	2017-11-21	453.51
2017-11-21	2018-01-09	221.006585365854
2017-11-21	2018-02-08	178.133333333333
2017-11-21	2018-03-08	178.133333333333
2017-11-21	2018-04-09	178.133333333333
2017-11-22	2017-11-22	453.51
2017-11-22	2018-01-09	213.578947368421
2017-11-22	2018-02-08	167.648148148148
2017-11-22	2018-03-08	167.648148148148
2017-11-22	2018-04-09	167.648148148148
2017-11-23	2017-11-23	453.51
2017-11-23	2017-12-08	390
2017-11-23	2018-01-09	218.5
2017-11-24	2017-11-24	453.51
2017-11-24	2017-12-08	384
2017-11-24	2018-01-09	186
2017-11-27	2017-11-27	209.92
2017-11-27	2018-01-09	169.142857142857
2017-11-27	2018-02-08	134.833333333333
2017-11-27	2018-03-08	141.799435028249
2017-11-27	2018-04-09	141.799435028249
2017-11-27	2018-05-09	195.941818181818
2017-11-27	2018-06-08	195.941818181818
2017-11-27	2018-07-09	195.941818181818
2017-11-27	2018-08-08	195.941818181818
2017-11-27	2018-09-11	195.941818181818
2017-11-27	2018-10-08	195.941818181818
2017-11-27	2018-11-09	195.941818181818
2017-11-27	2018-12-10	195.941818181818
2017-11-27	2019-01-09	195.941818181818
2017-11-28	2017-11-28	209.92
2017-11-28	2018-01-09	157.889473684211
2017-11-28	2018-02-08	128
2017-11-28	2018-03-08	131.791505003063
2017-11-28	2018-04-09	131.791505003063
2017-11-29	2017-11-29	209.92
2017-11-29	2018-01-09	270
2017-11-29	2018-02-08	136.78431372549
2017-11-29	2018-03-08	136.78431372549
2017-11-29	2018-04-09	136.78431372549
2017-11-30	2017-11-30	209.92
2017-11-30	2018-01-09	173.291666666667
2017-11-30	2018-02-08	140
2017-11-30	2018-03-08	143.813559322034
2017-11-30	2018-04-09	143.813559322034
2017-11-30	2018-05-09	192.272727272727
2017-11-30	2018-06-08	192.272727272727
2017-11-30	2018-07-09	192.272727272727
2017-11-30	2018-08-08	192.272727272727
2017-11-30	2018-09-11	192.272727272727
2017-11-30	2018-10-08	192.272727272727
2017-11-30	2018-11-09	192.272727272727
2017-11-30	2018-12-10	192.272727272727
2017-11-30	2019-01-09	192.272727272727
2017-12-01	2017-12-01	209.92
2017-12-01	2018-01-09	171.026315789474
2017-12-01	2018-02-08	148.441176470588
2017-12-01	2018-03-08	148.441176470588
2017-12-01	2018-04-09	148.441176470588
2017-12-04	2017-12-04	221.34
2017-12-04	2018-01-09	181.173228346457
2017-12-04	2018-02-08	159
2017-12-04	2018-03-08	159
2017-12-04	2018-04-09	159
2017-12-05	2017-12-05	221.34
2017-12-05	2018-01-09	181
2017-12-05	2018-02-08	165.5
2017-12-05	2018-03-08	165.5
2017-12-05	2018-04-09	165.5
2017-12-06	2017-12-06	221.34
2017-12-06	2018-01-09	178.769230769231
2017-12-07	2017-12-07	221.34
2017-12-07	2018-01-09	180
2017-12-07	2018-02-08	145.787671232877
2017-12-07	2018-03-08	145.787671232877
2017-12-07	2018-04-09	145.787671232877
2017-12-08	2017-12-08	221.34
2017-12-08	2018-01-09	183
2017-12-11	2017-12-11	215.89
2017-12-11	2018-01-09	195.45
2017-12-11	2018-02-08	180.5
2017-12-11	2018-03-08	184.422518159806
2017-12-11	2018-04-09	184.422518159806
2017-12-12	2017-12-12	215.89
2017-12-12	2018-01-09	200
2017-12-12	2018-02-08	180
2017-12-12	2018-03-08	188.771186440678
2017-12-12	2018-04-09	188.771186440678
2017-12-13	2017-12-13	215.89
2017-12-13	2018-01-09	199
2017-12-13	2018-02-08	178
2017-12-13	2018-03-08	178
2017-12-13	2018-04-09	178
2017-12-14	2017-12-14	215.89
2017-12-14	2018-01-09	207.071428571429
2017-12-14	2018-02-08	174
2017-12-14	2018-03-08	174
2017-12-14	2018-04-09	174
2017-12-15	2017-12-15	215.89
2017-12-15	2018-01-09	214.326086956522
2017-12-15	2018-02-08	183.853211009174
2017-12-15	2018-03-08	183.853211009174
2017-12-15	2018-04-09	183.853211009174
2017-12-15	2018-05-09	220.548040033361
2017-12-15	2018-06-08	220.548040033361
2017-12-15	2018-07-09	220.548040033361
2017-12-15	2018-08-08	220.548040033361
2017-12-15	2018-09-11	220.548040033361
2017-12-15	2018-10-08	220.548040033361
2017-12-15	2018-11-09	220.548040033361
2017-12-15	2018-12-10	220.548040033361
2017-12-15	2019-01-09	220.548040033361
2017-12-18	2017-12-18	276.82
2017-12-18	2018-02-08	179.136363636364
2017-12-18	2018-03-08	173.619876733436
2017-12-18	2018-04-09	173.619876733436
2017-12-19	2017-12-19	276.82
2017-12-19	2018-02-08	160.446666666667
2017-12-19	2018-03-08	166.032085751877
2017-12-19	2018-04-09	166.032085751877
2017-12-19	2018-05-09	211.746400996264
2017-12-19	2018-06-08	211.746400996264
2017-12-19	2018-07-09	211.746400996264
2017-12-19	2018-08-08	211.746400996264
2017-12-19	2018-09-11	211.746400996264
2017-12-19	2018-10-08	211.746400996264
2017-12-19	2018-11-09	211.746400996264
2017-12-19	2018-12-10	211.746400996264
2017-12-19	2019-01-09	211.746400996264
2017-12-20	2017-12-20	276.82
2017-12-20	2018-01-09	213
2017-12-20	2018-02-08	169.333333333333
2017-12-20	2018-03-08	165.392655367232
2017-12-20	2018-04-09	165.392655367232
2017-12-20	2018-05-09	202
2017-12-20	2018-06-08	202
2017-12-20	2018-07-09	202
2017-12-20	2018-08-08	213.290760869565
2017-12-20	2018-09-11	213.290760869565
2017-12-20	2018-10-08	213.290760869565
2017-12-20	2018-11-09	213.290760869565
2017-12-20	2018-12-10	213.290760869565
2017-12-20	2019-01-09	213.290760869565
2017-12-21	2017-12-21	276.82
2017-12-21	2018-01-09	215
2017-12-21	2018-02-08	173.5
2017-12-21	2018-03-08	166.718798151001
2017-12-21	2018-04-09	166.718798151001
2017-12-26	2017-12-26	245.74
2017-12-26	2018-02-08	199.714285714286
2017-12-26	2018-03-08	197.528299031477
2017-12-26	2018-04-09	197.528299031477
2017-12-27	2017-12-27	245.74
2017-12-27	2018-02-08	220
2017-12-27	2018-03-08	220
2017-12-28	2017-12-28	245.74
2017-12-28	2018-02-08	220
2017-12-28	2018-03-08	220
2017-12-28	2018-04-09	220
2017-12-29	2017-12-29	245.74
2017-12-29	2018-02-08	188.269230769231
2017-12-29	2018-03-08	213.79074315515
2017-12-29	2018-04-09	213.79074315515
2018-01-02	2018-01-02	198.02
2018-01-02	2018-02-08	182.714285714286
2018-01-02	2018-03-08	179.590799031477
2018-01-02	2018-04-09	179.590799031477
2018-01-03	2018-01-03	198.02
2018-01-03	2018-02-08	173.75
2018-01-03	2018-03-08	161.228813559322
2018-01-03	2018-04-09	161.228813559322
2018-01-04	2018-01-04	198.02
2018-01-04	2018-02-08	172.236363636364
2018-01-04	2018-03-08	155.272727272727
2018-01-04	2018-04-09	158.669375785505
2018-01-04	2018-05-09	188
2018-01-04	2018-06-08	188
2018-01-04	2018-07-09	188
2018-01-04	2018-08-08	220
2018-01-04	2018-09-11	220
2018-01-04	2018-10-08	220
2018-01-04	2018-11-09	220
2018-01-04	2018-12-10	220
2018-01-04	2019-01-09	220
2018-01-05	2018-01-05	198.02
2018-01-05	2018-02-08	174.666666666667
2018-01-05	2018-03-08	147.75
2018-01-05	2018-04-09	161.333333333333
2018-01-08	2018-01-08	178.43
2018-01-08	2018-02-08	171
2018-01-08	2018-03-08	149
2018-01-08	2018-04-09	155
2018-01-08	2018-05-09	180
2018-01-08	2018-06-08	180
2018-01-08	2018-07-09	180
2018-01-09	2018-01-09	178.43
2018-01-09	2018-02-08	165
2018-01-09	2018-03-08	136
2018-01-09	2018-04-09	151
2018-01-09	2018-05-09	178.625
2018-01-09	2018-06-08	178.625
2018-01-09	2018-07-09	178.625
2018-01-09	2018-08-08	201.6
2018-01-09	2018-09-11	201.6
2018-01-09	2018-10-08	201.6
2018-01-09	2018-11-09	201.6
2018-01-09	2018-12-10	201.6
2018-01-09	2019-01-09	201.6
2018-01-10	2018-01-10	178.43
2018-01-10	2018-02-08	166.333333333333
2018-01-10	2018-03-08	129.714285714286
